id,topic_id,text,type,effectiveness;;;;;;
95192bd3cdc5,4ED5C9162A01,they should give us a grade on community service because when they get home nothing to do all they do is get on the phone call their friends and eat and watch television. ,Evidence,Adequate;;;;;;
0cd19ca42f70,4ED5C9162A01,This one more reason it would help the family's that really need it ,Claim,Adequate;;;;;;
9d9aa35a8d9b,4EDB197A680E,most of the students have a grade C average ,Claim,Adequate;;;;;;
27f822b5b604,4EDB197A680E,It wouldn't be fair for most of the students to not be able to participate. ,Evidence,Adequate;;;;;;
2679780d5894,4EDB197A680E,if the students see how fun it is to be able to participate in activities and they find out that the principal is going to change the grade to a B then the students are going to want to work hard to get that B. ,Claim,Adequate;;;;;;
94891707fc79,4EDB197A680E,you should change the grade to participate in sports from a B to a C is because most students have a C. ,Claim,Adequate;;;;;;
"d9a189a7e89e,4EDB197A680E,""It wouldn't be fair for the students that have a C. This idea will only be for the first semester.";;;;;;
;;;;;;
"In the second semester the students will have to have a B to participate "",Evidence,Ineffective";;;;;;
c4ee63f671e2,4EDB197A680E,By the time the students find out how much fun it is being able to do the activities there going to find out that the grade to play the sports and other activities changed from a C to a B. The students are going to want to work hard to get that B. The students don't want to lose that privilege to be able to do any type of activity. ,Claim,Adequate;;;;;;
"834aa67d7c89,4F099BCC188A,""NASA looked into this """"face"""" a lot more. Me and my crew where up all night for days just digging deeper for more information! Finally, after days of reserch I got some feed back. I unveild the images of this thing for all to see "",Evidence,Ineffective";;;;;;
a196988a4742,4F099BCC188A,It was seen and proven to be a ''huge rock formation'' ,Claim,Adequate;;;;;;
60368b86b237,4F099BCC188A,You could argue and say aliens made it. ,Counterclaim,Adequate;;;;;;
"992d241cdafc,4F099BCC188A,""Could aliens make rock? Rock natrually happens for alot of reasons but, aliens isn't one of them ! Is there any proven facts that alliens exsist? No "",Rebuttal,Adequate";;;;;;
0836272aa3bd,4F46B0E32EB7,It would allow the students to call parents in time of need. Such as if they are injured they can use their phone to cell their parents ,Claim,Adequate;;;;;;
"58954718c72e,4F46B0E32EB7,""Other students need medicine. Many children have diabetes. And having their phone allows them to call their parents. ";;;;;;
",Claim,Adequate
45068a53fe1a,4F46B0E32EB7,Reason 1.) When students are injured/hurt , such as breaking occurs, they can call their parents and to let them know what happened "",Claim,Adequate";;;;;;
25cdb6efec82,4F46B0E32EB7,they can go to the doctor. ,Evidence,Adequate;;;;;;
"70c3424e3eaa,4F46B0E32EB7,""Reason 2.) Some students have diabetes, so they have to have a needle. "",Claim,Adequate";;;;;;
"36f15e66461d,4F46B0E32EB7,""t may break, or not work right, and need another one. ";;;;;;
",Evidence,Adequate
32eb7601f50f,4F46B0E32EB7,Reason 3.) Some kids may be abused and not want to tell a guidance counselor or teacher. ,Claim,Adequate
7e4041049a70,4F46B0E32EB7,they can use their friends phone to call safe place, or 911. "",Evidence,Adequate";;;;;;
"d60b27227c50,4F46B0E32EB7,""Reason 4.) It allows freedom. Some kids are rebellious. So, when someone tells them something, they go against it "",Claim,Ineffective";;;;;;
"6d97daf856eb,4F46B0E32EB7,""Having a phone sometimes helps this situation. ";;;;;;
",Evidence,Ineffective
cd088c16b82c,4F46B0E32EB7,Having their phones out in class periods, should result a consequence "",Claim,Adequate";;;;;;
"50d4a3909df7,4F46B0E32EB7,""Likewise, taking it up for a day, detention, calling parents, and so on. "",Evidence,Adequate";;;;;;
2c57e10f69bc,4F6084AE3A42,many people are against it they believe there vocies aren't  being heard ,Counterclaim,Adequate;;;;;;
b3fae5e75c40,4F6084AE3A42,but it is just be revised by that people that know what is best for the country. ,Rebuttal,Ineffective;;;;;;
"a6e0752ba1a3,4F6084AE3A42,""One of the reasons the electoral college must stay is that the will be a certainty of the outcomes, they will know exacty what will be coming out as a result instead of being uncertain for example(source 1) "",Claim,Effective";;;;;;
"d2ad84bb7a00,4F6084AE3A42,""Obama recived 6.1 percent from the electoral vote and 51.3 percent for the poplar votes. It was an uncertain vote because the college don't know what the people would pick as a result. but many people think that it should be like that because they are voting for a slate of elector and not for president.(sourse 2) ";;;;;;
",Evidence,Adequate
e45d0dc3ac8b,4F6084AE3A42,Another good reason why the elctoral college is a good idea is that it balances the state votes. ,Claim,Effective
a971caae52f0,4F6084AE3A42,The states that are larger such as Texas and california have a much larger population so the votes would be larger but the electoral college balances out and the smaller states such as new jersey and main have a small population so the votes wold be smaller. The larger states get more attention from the presidential candidates than the smaller states, so the electoral college balences it out.(sourse 3)";;;;;;
;;;;;;
",Evidence,Adequate
0e8325efc680,4F6084AE3A42,Also the electoral college avoids run-off elections. ,Claim,Adequate
77287b744c92,4F6084AE3A42,The electoral college give more for a cleary response, for example,(sourse 3) nixon in 1968 and clinton both had 43 percent plurlity of popular votes but the electoral votes gave them a more accurate result of 301 nixon and 370 cliton. the electoral college gave a more accurate result of who sould of win the election. "",Evidence,Adequate";;;;;;
f40a194e267f,4F616FEC40E0,So i look at the picture real closley and i also look at what i see in the back grown and i see all the little holes that are there ,Claim,Adequate;;;;;;
"81c4a26e84ae,4F616FEC40E0,""But on april 5,1998 when mars global surveyor cydonia for the first time they shot photos of the pictures and they showed them.But they also investing in those pictures and rerally seen where they came from.But most people where not happy because the face of mars was located 41 degrees north martian latitude where it was winter in april 1996.But nevertheless on April 8, 2001 a cloudless summer day in cydona and it was 25 degrees to center the face of mars "",Evidence,Ineffective";;;;;;
afb415161a43,4F616FEC40E0,it was just all of the baterica and the things that have changed over time. And also the little holes that was in the background of the picture were the rocks that hit the area and it must have got little holesin it.   ,Evidence,Adequate;;;;;;
"535832a2c8af,4F68A8CE6F27,""I help the community out by cleaning up litter, donating my old clothes to the poor, also by donating canned food to the soup kitchen and by recycling. The people who don't want to do community service don't have to, they can just help out by donating canned foods or just recycling cans. "",Evidence,Adequate";;;;;;
acb18b613215,4F68A8CE6F27,I think you don't have to make the students do community service if they don't want to. Just put up sign up sheets in the hallways and have people sign up on their own time or just create a group that cleans up the school grounds before or after school hours. ,Evidence,Adequate;;;;;;
"ae0cebb83bb9,4F68A8CE6F27,""Some of my friends disagree with me about community service, "",Counterclaim,Adequate";;;;;;
9aeac2a6e736,4F68A8CE6F27,but they can think what they want to think and so can I. ,Rebuttal,Ineffective;;;;;;
ef6546484b04,4F72FF874556,I think that we should not have a Electoral College because it's way to confusing ,Claim,Adequate;;;;;;
"6f57fbef505c,4F72FF874556,"""""" Do voters sometimes get confused about the electors and vote for the wrong candidate?""""(Source 2 paragraph 2)This quote means that the voters get confused sometimes when they are voting for a candidate. So if the people are voting for the wrong people then this whole thing is just a confusing mess. "",Evidence,Adequate";;;;;;
"636c140b3cb5,4F72FF874556,""Futhermore,I think that we should not have the Electoral College because it's unfair. "",Claim,Adequate";;;;;;
"be75e50f7ce7,4F72FF874556,""The advocates of this position are correct in argung that the Electoral college method is not democratic in a modern sense... it is the electors who elect the preident, not the people""""(Source 3 paragraph 1).This quote states that the people are not the one who chose the president it's the electors. So if the people are voting and the votes dont do nothing what the point of voting? "",Evidence,Adequate";;;;;;
"baaa59433739,4F72FF874556,""Finnaly,the last reason i think that we should not have that Electoral College is because it dont doing the people anything if we take it away "",Claim,Ineffective";;;;;;
"32eb6a2a1073,4F72FF874556,""""""It can be agured that the Electoral College method of selecting the president may  turn off potential voters for a candidate who has no hope of carrying their state-Democrats in Texas, for example or Republicans.""""(Source 3 paragraph 9). This is saying that it may turn off potential voter but is all a good thing. It is not a good thing beacause most of the people that vote for a candidate are not ven getting pick. "",Evidence,Adequate";;;;;;
d3ee15fd26cd,4F84013E9056,Maybe instead of changing everything we should keep what we have. ,Claim,Adequate;;;;;;
"f5899f86d502,4F84013E9056,""Most likely everthing will be a total disaster. If we change everything it will all fall under the pressure. We really dont need change in the world today as it is. It will be hard to get up after this big of a fall. ";;;;;;
",Evidence,Ineffective
5469cacdbec5,4F84013E9056,Well what is bad about the Electoral College is that it is unfair for the voters that is doing the voting. ,Counterclaim,Adequate
890ade3ccba3,4F84013E9056,Because it is all about the system of winners taking all. Some candidates dont spend time in the states. If they really know that they do not have the chance of winning. They say that this stuff is outdated and irrational. They are thinking of abolishing the Electoral College instead of keeping it. ";;;;;;
",Evidence,Adequate
c420032c6040,4F84013E9056,But on the other hand what is good about it is that it is widely regarded as an anachronism ,Claim,Ineffective
16f3bf3e8473,4F84013E9056,It is a non-democratic method of selecting a president. But it is not a democratic in a modern sense. But it is good because the people vote for a trusted slate of electors. But the trusted electors vote for the party`s nominee. Even though the Electoral College has a lack of most everything. ,Evidence,Ineffective
5c881260e493,4F84013E9056,Everyone has that one good argument. Everyone calls the Electoral College a disaster factor. ,Counterclaim,Ineffective
48e594d83462,4F84013E9056,It says that the people in America should consider themselves lucky. Well because in the year 2000 a election called fiasco was one of the biggest election crisis in the century. The legislature`s are technically responsible for picking the electors. Well also the electors can defy the will of the people. ";;;;;;
",Evidence,Adequate
ec19ee226cdb,4F84013E9056,Also this thing can be argued. Well about changing and also maybe keeping the Electoral College. ,Claim,Ineffective
9e7926fdbaa2,4F84013E9056,Because there is some pro`s and con`s to this situation. There is going to be up`s and down`s when it comes to this topic. There might be many more to come in the near future. This topic is one topic that everyone is arguing about this day in time ,Evidence,Ineffective
1ee061a54bb7,4F9E529C1FBD,Opinion one in some way the children should help out picking up trash and help with other things grownups cant do it all the time ,Claim,Adequate
0b2f14558899,4F9E529C1FBD,Sometimes they need help so you should get involved and help out every once in awhile. ,Evidence,Ineffective
d9d86eeb64d3,4F9E529C1FBD,Opinion two in some way children should not help out ,Claim,Ineffective
92310120a8b7,4F9E529C1FBD,You have too think children need every minute of their life with education . This cant be during our time of learning that help us when we get older. Children shouldn't do community service not in till they get little bit older . Time is money and money is in our education to go to college and be successful in our everyday lives. ,Evidence,Ineffective
e16d0622df29,4FE5B872FE61,efficency, "",Claim,Adequate";;;;;;
"746f81ee34c5,4FE5B872FE61,""error, "",Claim,Adequate";;;;;;
"9d54b17b9368,4FE5B872FE61,""some critics' are misguided in companion with """"Driverless Cars Are Coming"""". "",Claim,Adequate";;;;;;
"fa309ea18703,4FE5B872FE61,""To start, energy is being consumed in our world at a rapid rate, and much of it comes from sources that are nonrenewable once depleted like the oil used in many cars. Many have seen the solution to switch to alternative energy sources that ARE renewable";" however, this does not actually address the bulk of the problem. "",Evidence,Adequate";;;;;
a5e42b479199,4FE5B872FE61,The problem is actually efficency. ,Claim,Effective;;;;;;
"6c008f04c928,4FE5B872FE61,""To demonstrate this, for power to reach a house from a faraway power plant, much more electricity is generated than needed as to make sure it can travel the long distance in cables without losing so much charge that the current becomes weak and useless, and a logical fix for such a problem would be to simply figure out a way to move the power source closer as to achieve higher efficencies. This same logic applies to cars in traffic, which use a lot of fuel to do essentially nothing. When I saw in the article """"Driveless Cars Are Coming"""" that Google cofound Sergey Brin--who must be very intelligent as he IS the cofounder of Google, a very widely known and used company--said that these cars would use half the fuel of today's taxis AND offer far more flexibility than a bus, my only logical reaction was that this is a wonderful technology. "",Evidence,Effective";;;;;;
"dfd5341d854f,4FE5B872FE61,""Transitioning to errors, a common theme of accident tragedies is the one where a person is texting and driving leading to distractions that cause the accident. This is not the only cause of accidents, though, as humans are not made to be perfect, small errors also cause accidents, but despite the wide range of things that may cause an accident, driverless cars can cover a person for that as well. "",Claim,Effective";;;;;;
"3a8c69fcdaea,4FE5B872FE61,""My first piece of evidence for this is that driverless cars are machines, and despite having a notoriously bad reputation for failing at times due to some error during the design process, machines do not tire and do not grumble about watching their surroundings";" they also need not be perfect, only better than a person to become favorable as a driver. My second piece of evidence comes from, once again, """"Driverless Cars Are Coming"""" when it was stated that """"enetertainment and information systems that use heads up displays [...] can be turne doff instantly when the driver needs to take over [in the case that the car senses that its own computing devices are not enough to handle a situation]"""". This system appealed to me a lot due to how intuitive it is";" if a person shouldn't be using something, it turns off, no questions asked. All of these factors further lead me to believe that cars are """"the way of the future"""". "",Evidence,Effective";;;;
e3d7967e981c,4FE5B872FE61,despite all of these factors there are both criptics and critics for driverless cars. ,Claim,Effective;;;;;;
5c409a06d68b,4FE5B872FE61,Some reasons usually brought up that haven't been addressed yet are the issues of laziness with the animated movie WALL-E coming to mind ,Counterclaim,Effective;;;;;;
"bb2aaa8af82d,4FE5B872FE61,""the hacking of the systems that run these driverless cars, which is equally terrifying. "",Counterclaim,Effective";;;;;;
"3efac942f5e5,4FE5B872FE61,""hacking is commonly a misunderstood phenonenon. The aboslute requirement for all hacking is access to the device that someone wishes to hack usually through some internet connection on the device linked to other functions. This is easily remedied through the use of local software on the driverless car, cutting it off from the internet as well as making the entertainment and information systems independent of the driving system. "",Rebuttal,Effective";;;;;;
"055498a7c31f,4FE5B872FE61,""Getting back to the first issue about laziness, people are still sitting down whether in a driverless car or a conventional car and that these cars will likely be extremely expensive with all the added sensors for the foreseeable future, encouraging walking as an alternative to money as well as creating a walking trend so that when these technologies are cheaper, laziness would not become a problem. "",Rebuttal,Effective";;;;;;
"2bddbbcab623,5054EC6BA14D,""My first reason is i dont think a few 100 people should pickk the president, i think the entire nation should pick the president. "",Claim,Adequate";;;;;;
3dcb30253bd2,5054EC6BA14D,we dont even get the chance to vote for a president we get to vote for a slate of electors. ,Claim,Adequate;;;;;;
b1c35629f4ea,5054EC6BA14D,ur votes might not count. ,Claim,Adequate;;;;;;
"1e3c7ffa5d76,5054EC6BA14D,""I dont think a few 100 random citizens should pick the president, i think the people should beccause what if the entire nation votes for one person but, the few 100 people vote for someone else. "",Claim,Adequate";;;;;;
dfb2eee70932,5054EC6BA14D,With only a few hundred electors a rich person could bribe them into choosing who they wanted and it could be someone who got no votes. It is unfair this country has 100s of millions of people and to leave it up to 370 people is proposterus. ,Evidence,Adequate;;;;;;
b8d19711fb8c,5054EC6BA14D,Secondly we dont get to vote for the president ,Claim,Ineffective;;;;;;
"60ddb2d219bc,5054EC6BA14D,""lets just say u live in texas and wanted to vote for for john kerry youd vote for a slate of 34 democratic electors pledged to kerry. On the off chance that those electors won the state wide election,they would go to congress and kerry would get 34 electoral votes. Who are the electors? They can be anyone not holding public office. "",Evidence,Ineffective";;;;;;
23c1401be189,505A9D10C001,The cars could be more prone to crashes then when a person is at the wheel. ,Claim,Adequate;;;;;;
"5c7f0c105b8a,505A9D10C001,""""""Their cars have driven more than half a million miles without a crash."""" "",Evidence,Adequate";;;;;;
9c1237760b5b,505A9D10C001,This states that the cars are safe for only a period of time. An all computerized car is just asking for the worse when it gets older. ,Claim,Ineffective;;;;;;
"9cbc61751c30,505A9D10C001,""Driverless cars aren't even really driverless, so what's the point? "",Claim,Adequate";;;;;;
"be4c5cc2bad4,505A9D10C001,""But so far, Google cars aren't truely driverless."""" The idea of a driverless car may put a person to ease, to where they aren't paying attention to the road ahead. The at ease person may become stressed when the car signals to take over. They might not even be ready to take over the wheel. This is a risky thing when coming to complicated traffic issues. "",Evidence,Adequate";;;;;;
"3fe5c10d4721,505A9D10C001,""These driverless cars also seem to be very expensive, something not the everyday person could afford. "",Claim,Adequate";;;;;;
"7eb72609d2cf,505A9D10C001,""The car has even been know to be to costly without the price of the car itself. The article talks about the use of smart roads for the smart cars. """"These smart-road systems worked suprisingly well, but they required massive upgrades to existing roads, something that was simply too expensive to be practical."""" The car itself needs a lot of mechanics, such as Dubbed LIDAR, to make sure the vehicle can mimic the skill of a human at the wheel. ";;;;;;
",Evidence,Adequate
5433d8f13385,50670624BE51,";;;;;;
"NASA capters this photo of the red plant in the year 1976 and shows the photo to the public. "",Claim,Ineffective";;;;;;
"45aa05ab0a74,50670624BE51,""This picture would become big"""" it became a pop icon and starred in Hollywood films,appeared in books, and ect. Then contriverse started on this could be and an ancient civilization.""""meanwhile,defenders of NASA budget wish there was an ancient civilization. This wouldn't stop thorists, not in the slitest bit. "",Evidence,Adequate";;;;;;
"566be1b67c70,50670624BE51,""After the surveyor srrived at the plant on September 1997 ,18 years after the program ended. NASA said""""We felt this was important to taxpayers"""" explained Jim Garvin. On April 5th, 1998 when the Global Surveyor flew over cydonia. Michael Malin and his Mars Orbiter Camera team snapped a picture "",Evidence,Adequate";;;;;;
c34cbadfda0c,50670624BE51,This picture was 10 times as better as the original and shows a natural land form. ,Claim,Adequate;;;;;;
a8ffa31b82af,50670624BE51,The picure showed better evidence that the theorist were wrong about an ancient cover up of anything ,Claim,Adequate;;;;;;
"d58e33704a3a,50670624BE51,""Garvin said""""So,if there were objects in this picture like airplanes on the ground or Egtptian-style pyramids or even small shacks,you could see what they were. What the picture shows is the Martian equivalent of a butte or meas. This debunks all explations of theorists every were. NASA has proven them selfs to not being the bad guys in a cover up. ";;;;;;
",Evidence,Adequate
ea50163803f7,50964348BC11,See the comets hit mars in the right place for it to make a face ,Claim,Adequate
96807c597865,50964348BC11,I think that it is stuiped that people still think that aliens are real they are not real! ,Claim,Adequate
91b37cfbb5f1,50964348BC11,NASA knows that aliens are fake they just want people to think that they are real so they can get more money by spreding rummers that they found a UFO that has crashed in to the earth and the weriod crop cricles that are made into the corn fields, and they make money off of that crap, I think that is stuiped that they get money on that stuff and then there is other people that are trying to find money just to feed themselfs and there childern . ";;;;;;
",Evidence,Ineffective
29dfb5a1da8d,50964348BC11,The face in mars is just a hugh rock that got hit by some comets and the comets hit in just the right places and they made a face in that rock all the other syuff around it got hit to by a comet to so that is why places near the rock are caved in they got hit by a comet. ,Evidence,Ineffective
797bf275e801,50DA28892569,";;;;;;
"The Electoral College is a system that allots a certain amount of electoral votes to each state. Each state is given 2 electoral votes plus another amount of votes which depends on that state's population. The amount of votes ranges from 3 to 55 (source 3). A candidate must recieve 270 out of 538 possible votes. The candidate the electoral votes of a state go to is decided by the majority vote of each individual state. In all states but Maine and Nebraska give a candidate the entirety of their votes if the majority of its citizen votes for them (source 1) "",Evidence,Effective";;;;;;
"c2988abac368,50DA28892569,""Some people don't even bother voting due to the fact that their vote will not contribute to their favored candidate's election. This happens often when a democratic voter lives in a republican state, and vice versa (source 3) "",Claim,Effective";;;;;;
"910355e3fbb7,50DA28892569,""Many people stand by the Electoral College as the best course of action. They argue that the certainty of the winner is better, a candidate can't win the election due to regional favor, and this system unsures that there will still be a clear winner even when each candidate recieves the same percentage of votes. "",Counterclaim,Effective";;;;;;
74c1929e5c14,50DA28892569,We began using the Electoral College in order to ensure that states with low populations weren't ignored by presidential campaigns ,Claim,Effective;;;;;;
"e08570c6a434,50DA28892569,""However, it fails to do just that "",Counterclaim,Adequate";;;;;;
"3303efd45d2c,50DA28892569,""Presidential candidates focus their attention to swing states, in order to win their electoral votes. Candidates have little to no need to campaign in states that have a majority of one party, because their vote is either a lost cause or all but garunteed. If this system does not do the job that it was originally intended for, then why do we continue to use it? "",Evidence,Effective";;;;;;
331a86717d9d,5137514F130A,When you vote along with everyong else i think that the majority of the votes should get that presedent instead of everyone voteing and then it getting sent to the electoral college and them getting to pick who they want wich i dont think is right i think that the people should pick who they want by the votes. ,Claim,Ineffective;;;;;;
aed961e44d0d,5137514F130A,The one with the most popular vote should win. When you vote for a presidential candidate you are actually voting for slate of electors. The electoral college consist of 538 electors and a majority of 270 electoral votes is required to elect the president. If you where running for president and you didnt have as many votes from the people as the ofter guy you can still win the election cause of the electoral college is the one that makes the decision to who we have as the president. ,Evidence,Adequate;;;;;;
890fea081396,5137514F130A,It is entirely possible that the winner of the electoral vote will not wing the national popular vote. ,Claim,Adequate;;;;;;
5e7506bd1dcc,5137514F130A,This is a very rare thing to happen it has only ever happen twice it happen in 2000 and 1888. ,Evidence,Adequate;;;;;;
11991411dc05,5137514F130A,In columbia they are allocated 3 electors and treated like a state for purposes of the electoral college ,Evidence,Ineffective;;;;;;
99a78bfd2184,51464A01F6FC,because less disputes are likely to happen ,Claim,Effective;;;;;;
"0fe0d94fc10f,51464A01F6FC,""not voting will not effect the election. ";;;;;;
",Claim,Effective
4389f05fb1e1,51464A01F6FC,On the other hand, changing to election by popular vote for the president of the United States has some advantages. "",Counterclaim,Effective";;;;;;
"f3c36621f7ae,51464A01F6FC,""In """"Source 2: The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"""", author Bradford Plumer claims """"the electoral college is unfair, outdated, and irrational"""" because """"candidates don't spend time in states they know they have no chance of winning."""" This means that the candidates focus on the """"tight races of the 'swing' states."""" To continue, Plumer also argues that changing to election by popular vote makes every vote count "",Evidence,Effective";;;;;;
"870fe847c9e1,51464A01F6FC,""however, chaning to election by popular vote will cause mant disputes and it is not the right way to keep everyone satisfied with voting for a new president. Keeping the Electoral College is more realistic. "",Rebuttal,Effective";;;;;;
"5fb80658133c,51464A01F6FC,""In """"Source 3: In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"""", author Richard A. Posner explains that the Electoral College """"restores some of the weight in the political balance that large states lose by virtue of the mal-apportionment of the Senate decreed in the Constitution."""" The Electoral College gives larger states more attention from presidential candidates as opposed to a smaller state. Posner continues the idea with """"the most thoughtful voters should be the ones to decide the election."""" To break it down, voters who pay close attention to the campaign will be the most thoughtful voters and they will recieve the most attention from the candidates. This reduces the amount of disputes because the presidential candidates will decide on who to give the most attention to. "",Evidence,Effective";;;;;;
"31921b57f996,51464A01F6FC,""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"""", author Richard A. Posner states that """"knowing [the voters'] vote has no effect [gives them] less incentitive to pay attention to the campaign."""" But, """"voters in presidential electons are people who want to express  political preference rather than people who think that a single vote may decide and election."""" This means thatchanging everyone to a single vote will have no effect, too because people will not put thought into who to vote, but they will just vote for whoever. "",Evidence,Effective";;;;;;
9b66e34192a3,515CEA13AEE5,if you wanted to vote for the presidant then vote i dont get why you have to go through a big system just to vote i think its just easier just to vote a regular way and it takes so long and it also depeneds on what state you are in and how you have to vote in texas if you wanted to vote for a certain person you would have to vote for the slate of 34 or what the number of that person is like for example if you voted for Jhon Kerry you would have to vote for slate of 34 democratic electors it just depends on the state ,Evidence,Adequate;;;;;;
"c764b5aaa675,515CEA13AEE5,""what if there was a tie the election it would be thrown into the house of representatives where the state delegations vote on the presidant and the vice presidant cause only each state casts one vote a single representatives from Wyoming representing 500,000 voters "",Evidence,Adequate";;;;;;
"8c54952ac6ec,515E8B741A54,""If there are citizens who want a good president, and the Congress wants different, it's pretty obvious that the citizens are going to be beyond disappointed that someone different was chosen. "",Evidence,Adequate";;;;;;
"c21a0f81b497,515E8B741A54,""First off, I suggest that some states stop using the """"winner-takes-all"""" system. "",Claim,Ineffective";;;;;;
"ea7252d6a722,515E8B741A54,""I think that process is outrageous. Do you really think this process is choosing the right person to run our country? Just because the Congress likes this system, doesn't mean we, the people of the United States, preferably enjoy it. "",Evidence,Ineffective";;;;;;
"ff42a5dac058,515E8B741A54,""Next, I believe that we should be able to choose our electors, because some people in the government make mistakes. "",Claim,Adequate";;;;;;
"56dc2e55397b,515E8B741A54,""Sometimes people are wrong about other people. Each state only casts one vote, so we better make the best out of it, right? "",Evidence,Ineffective";;;;;;
"e1cbcab9d785,515E8B741A54,""Also, there is a few reasons why this process is good. One reason why is because if there wasn't this secure system, it would probably be total chaos. "",Counterclaim,Adequate";;;;;;
8698e6ba5051,515E8B741A54,Another reason is that this system helps choose which president will do the better for the United States. ,Counterclaim,Ineffective;;;;;;
852750ad79e8,5163679C254B,if its not your thing your not going to want to do it and your not going to have fun doing it ,Claim,Adequate;;;;;;
"3cda45c711c8,5163679C254B,""I don't think it is much fun to do but i do it with my church anyways. This year a am going to go down to LOCATION_NAME and i am going to help with community service things we well be doing is helping hand out food and helping plant and things people cant do by themselves. I have a lot of friends that do cool stuff like that too. But if you require it makes it sound more like homework, and then kids wont be so excited about it. "",Evidence,Adequate";;;;;;
"4a36905938f2,5163679C254B,""I think community service is about volunteering, if you want to volunteer and help out the community you should. "",Claim,Adequate";;;;;;
0984a05ea28e,5163679C254B,Another trip i' m doing this year or next is going to my sister church in Mexico and helping them out with a group from my church. ,Evidence,Adequate;;;;;;
e2555b784041,5163679C254B,Some kids don't have enough time there either to busy with sports or x box or something ,Counterclaim,Adequate;;;;;;
"914865708072,5163679C254B,""but they should still make some time to volunteer, even if its not huge, they could collect food for a food bank or something small "",Rebuttal,Adequate";;;;;;
"4bd963175867,516557988F8B,""students who don't have at least a B average, or better, won't be able to handle having a good grades in school. "",Claim,Adequate";;;;;;
918c158e4a59,516557988F8B,They'll either be to busy to not do homework or to lazing to do school work. Or the student will be too sleepy in class. Also the student might not be focusing in school as much as they used to. ,Evidence,Adequate;;;;;;
e31e343c97df,516557988F8B,f the below B average student goes to his or hers sport practices or meetings they would probably neglect their homework and school work. ,Claim,Adequate;;;;;;
d77d020f019e,516557988F8B,Which would cause the student to get an even lower grade average! Unlike with an A or B student who would always at least try to complete their school work and homework. ,Evidence,Ineffective;;;;;;
2023abf028c2,516557988F8B,the student wouldn't have enough sleeping time ,Claim,Adequate;;;;;;
9936251d9108,516557988F8B,which again would make them struggle in school even more. If the below B average student was actually worried about their below average gradethey would ,Evidence,Ineffective;;;;;;
1399af086a30,518B562DBD6B,So far The Electoral College has kept this country great with its voting way for President and Vice President. Changing The Electoral College will break its original way of the Constitutional compromise between the election of President and Congress. The original way is what made this country the way it is today. ,Evidence,Adequate;;;;;;
"2228c1ff2a14,518B562DBD6B,""Sure people argued over The Electoral College in 2000 , but that was 15 years ago "",Evidence,Adequate";;;;;;
"23d68b217ce4,518B562DBD6B,""If we change The Electoral College , we could be changing the coountry. "",Counterclaim,Adequate";;;;;;
93f2fa35dba6,518B562DBD6B,It's better for the country that we don't change The Electoral College ,Rebuttal,Adequate;;;;;;
"6388bd959a07,518B562DBD6B,""plus it would save Cogress , senators , the President , and Vice President time and paper work "",Evidence,Ineffective";;;;;;
"5bd241831b64,51CD300AB688,""To begin with, I personally think the Electoral College should change because over the years after people voted it seemed they wanted to change it, "",Claim,Ineffective";;;;;;
"4a689de7d669,51CD300AB688,""so they decide to cause a riot around there city, maybe the U.S. Some people do not like how the Electoral Law is set for our U.S. My opinion is that some of the people running for presidents usually get helped, not only by us, but by other members of the Electoral Collage. As you see the evidence is how you turn on the T.V at night and see what is going on with the vote and election. For example Afganiscan, they are destroying there country becuase of how much they dislike our president, because of a unfair vote. "",Evidence,Ineffective";;;;;;
91435c958d00,51CD300AB688,Think about it would any of this happen if the Electoral College made things fair with making people at least vote twice? ,Claim,Ineffective;;;;;;
"74009d8df227,51CD300AB688,""As you see how other people are getting deeply hurt of what you are doing. Now am not asking you to abuse this opinion just to make people happy, but the main topic of what i am writing you is to think and observe around you. According to everyone else opinion, i am not only speaking for me now, but people are thinking to redo the election. People all country would like to vote for the same president of the U.S i know there are some states that have a president but like im saying, they want to change that. "",Evidence,Ineffective";;;;;;
"98a8cc75b4ac,51CD300AB688,""People can see that its up to us to choose who is president, but its not the members of the Electoral College job to add more credit to the person losing or winning "",Claim,Ineffective";;;;;;
"3497482489be,51CD300AB688,""People are dieciding to make plans because they do not get things there way. Just like the riot in paris with the terriots, there had to be a reseason for it. Think about it why would terriots want to kill people? Not only for fun but because of the presidential voting. Every bad thing on the U.S is mainly about voting. Just like people holding up signs on the street to change there election. "",Evidence,Ineffective";;;;;;
057ab2f31ab4,51CD300AB688,As you can see the Electoral College is really selfish. ,Claim,Ineffective;;;;;;
"d71908a99e58,51CD300AB688,""They tend to pay more attensiion to themselves but not others. They do it for the money and the fact to usually get other people upset. The presidents that the Electoral Collage want to win they win. Its a fact that most presidents win to easy. They win with a plethora of help, not only with the U.S but with the members of the Electoral Collage. "",Evidence,Ineffective";;;;;;
6cfae9b5f30c,520545C18283,Not very many people really understand what the electoral college really is ,Claim,Adequate;;;;;;
67e6d816fa76,520545C18283,The electoral college was established into the Constitution by our founding fathers as a compromise between election of the President by a vote in congress and election of the President by a popular vote of citizens. The electoral college consists of 538 electors. A majority of 270 electoral votes is required to elect the President. Wherever you live your states allotment of electors is equal to the number of members in its Congressional delegation. ,Evidence,Ineffective;;;;;;
